track_id	s_acousticness	s_danceability	s_energy	s_instrumentalness	s_liveness	s_loudness	s_speechiness	s_valence	s_tempo	genre
TRPQAUM12903CC44A5	0.677	0.644	0.284	1.35e-05	0.135	-13.798	0.0305	0.152	117.131	Country
TRPQBWT12903CD3DC6	0.242	0.861	0.797	0.000952	0.264	-7.544	0.0876	0.683	160.038	Rap
TRPQBWU12903CF7FA4	0.0318	0.442	0.977	0.0	0.503	-2.89	0.0726	0.579	182.025	International
TRPQDGB128F4298823	0.115	0.227	0.941	5.26e-05	0.083	-3.492	0.0872	0.533	180.174	Pop_Rock
TRPQEKP128F4233238	0.989	0.416	0.461	0.0163	0.225	-9.467	0.0305	0.63	93.415	Blues
TRPQGVG128EF35544F	0.0814	0.618	0.534	0.269	0.158	-10.192	0.0428	0.547	90.007	Electronic
TRPQGWD128F9341002	0.842	0.59	0.144	0.00293	0.135	-17.209	0.0309	0.278	106.679	Blues
TRPQHMC128F42763E0	0.0249	0.617	0.693	0.0	0.265	-3.533	0.417	0.826	89.984	Rap
TRPQHPI128F92DAD06	0.166	0.615	0.788	0.911	0.11	-9.473	0.0655	0.417	101.081	New Age
TRPQHRQ128F426BDAD	0.156	0.756	0.917	6.04e-05	0.376	-3.262	0.267	0.634	170.013	Reggae
TRPQIMA128E07832BA	0.551	0.549	0.201	0.00024	0.285	-18.767	0.231	0.404	75.57	Pop_Rock
TRPQJKA128F933769E	0.853	0.401	0.252	0.0707	0.112	-13.606	0.0361	0.312	181.372	Folk
TRPQJQX128F93355DF	0.44	0.543	0.541	1.29e-05	0.709	-10.288	0.0492	0.328	120.316	Folk
TRPQJZM128F4295CB8	0.0507	0.691	0.839	2.15e-05	0.18	-6.089	0.0405	0.691	92.168	International
TRPQKLL12903CB5038	0.381	0.67	0.318	0.0	0.101	-12.134	0.155	0.847	167.583	Vocal
TRPQLUH128F4291A01	0.564	0.38	0.425	2.53e-06	0.133	-6.595	0.0277	0.0639	105.578	Vocal
TRPQLZD128EF35A89E	0.867	0.39	0.158	2.65e-05	0.387	-15.12	0.0305	0.0946	107.621	Country
TRPQMOQ128F93042A3	0.859	0.661	0.332	0.00698	0.0675	-12.162	0.0294	0.612	105.206	Country
TRPQOCD128F426F032	0.952	0.324	0.293	0.0	0.176	-13.867	0.036	0.378	89.039	Vocal
TRPQOCN128F424FB37	3.82e-05	0.252	0.922	0.782	0.086	-2.782	0.0922	0.355	135.725	Pop_Rock
TRPQOJB128F428BD93	0.0695	0.278	0.876	0.0	0.387	-4.342	0.0558	0.338	91.134	Pop_Rock
TRPQOYZ128F1454BF8	0.0118	0.618	0.666	0.52	0.0709	-13.143	0.0344	0.884	144.985	New Age
TRPQPRX128F9340FB8	0.0573	0.693	0.837	4.51e-05	0.245	-4.595	0.0261	0.599	115.979	Latin
TRPQPTC128F92F0B28	0.973	0.206	0.323	0.635	0.288	-20.893	0.065	0.152	138.598	New Age
TRPQQLZ128F930FF5B	0.875	0.322	0.19	0.872	0.266	-18.611	0.0314	0.187	93.516	New Age
TRPQRTB128F93487E9	0.953	0.438	0.292	0.872	0.0929	-19.422	0.0541	0.845	130.537	Folk
TRPQSGY12903CBF26D	0.00478	0.358	0.857	5.2e-05	0.0586	-12.569	0.0581	0.2	93.156	Pop_Rock
TRPQTCS128E0781CBD	0.59	0.694	0.732	0.0	0.143	-7.547	0.472	0.724	94.771	Rap
TRPQTOH128F4231535	0.408	0.621	0.739	0.00354	0.0716	-8.246	0.0633	0.93	105.034	Latin
TRPQTUQ12903D059FE	0.00672	0.637	0.784	0.00537	0.0994	-8.194	0.0521	0.547	127.433	RnB
TRPQULA128E0786DE4	0.0089	0.795	0.828	0.00559	0.182	-6.248	0.0678	0.614	110.973	Electronic
TRPQUXB128F428AB47	0.0675	0.694	0.695	0.00161	0.0895	-10.232	0.0744	0.694	88.146	Reggae
TRPQVSV128F92FD328	0.000213	0.655	0.787	0.808	0.109	-7.866	0.0836	0.169	130.014	Electronic
TRPQVYO128F145BE3B	0.991	0.319	0.0354	0.819	0.103	-27.787	0.0348	0.104	69.517	New Age
TRPQYGX128F4245859	0.8	0.664	0.438	3.08e-05	0.603	-9.132	0.029	0.377	119.032	International
TRPQYME128F422A8A0	0.461	0.65	0.84	0.0	0.365	-5.273	0.0384	0.683	116.168	Folk
TRPQZCY12903D0B684	0.199	0.681	0.701	0.0	0.0743	-7.151	0.0317	0.844	98.796	Folk
TRPQZVS12903CB13B8	0.938	0.379	0.676	0.517	0.662	-11.951	0.0815	0.423	89.057	Vocal
TRPRAEW128F427A32C	0.245	0.71	0.418	2.32e-06	0.108	-13.744	0.0355	0.543	111.99	International
TRPRASK128F427A32A	0.338	0.512	0.237	0.000231	0.151	-17.171	0.0318	0.243	96.379	International
TRPRASP12903CE487D	0.0668	0.712	0.614	0.338	0.11	-9.938	0.042	0.757	109.989	Jazz
TRPRBKW128F932AF37	0.915	0.569	0.436	0.00276	0.11	-6.934	0.0247	0.124	85.973	Electronic
TRPRBVD128F42205E8	0.000395	0.407	0.828	0.0634	0.113	-9.899	0.0354	0.553	159.382	Blues
TRPRBXV128F42653B9	0.859	0.598	0.295	0.00162	0.117	-13.065	0.028	0.427	131.728	Country
TRPRDLB128F9312620	0.984	0.447	0.129	0.00747	0.11	-14.067	0.0396	0.242	167.808	Vocal
TRPRDML12903C95D54	0.875	0.265	0.234	0.433	0.108	-16.538	0.042	0.184	88.116	Vocal
TRPREJV128F93481CD	0.438	0.599	0.575	0.00254	0.125	-7.762	0.0337	0.633	100.12	Country
TRPREWD128F9325CCD	0.877	0.413	0.152	1.41e-05	0.103	-16.275	0.0359	0.193	118.677	Vocal
TRPRFIW128F426F638	0.0157	0.798	0.63	1.14e-05	0.0619	-7.971	0.0536	0.914	121.979	Electronic
TRPRGBC128F9311224	0.743	0.567	0.515	0.0	0.186	-3.767	0.0248	0.488	93.82	Country
TRPRGGB128F9310CFB	0.316	0.666	0.478	0.812	0.133	-13.243	0.0565	0.435	81.0	Electronic
TRPRGGS128F932C8FB	0.0898	0.727	0.884	0.0594	0.278	-5.64	0.0352	0.754	133.279	Electronic
TRPRGHV12903CE7FCF	0.982	0.249	0.0999	0.829	0.117	-18.461	0.0369	0.152	97.791	Jazz
TRPRGZF128F428B991	0.0222	0.525	0.713	0.0	0.21	-7.794	0.0293	0.501	107.558	Country
TRPRGZG12903CD57E5	0.991	0.691	0.21	0.000293	0.138	-15.463	0.0504	0.763	185.117	Vocal
TRPRHNB128F931B13D	0.971	0.338	0.0854	3.82e-06	0.116	-16.849	0.0517	0.149	77.679	Jazz
TRPRINB128F92F801D	0.0256	0.569	0.732	0.0	0.0812	-5.364	0.0497	0.236	87.02	RnB
TRPRJFO128F932C0E1	0.768	0.223	0.198	1.76e-05	0.12	-15.5	0.0355	0.171	157.808	Vocal
TRPRKRO128F4262F4A	0.346	0.711	0.62	0.91	0.0526	-11.58	0.039	0.962	90.128	Jazz
TRPRLHK128F145CCD6	0.822	0.567	0.389	0.241	0.162	-14.965	0.0825	0.781	113.016	Jazz
TRPRLYP128F42922DB	0.00135	0.546	0.432	0.471	0.123	-11.031	0.0325	0.217	118.013	Pop_Rock
TRPRMFC128EF341097	0.977	0.524	0.151	0.925	0.0951	-15.246	0.0406	0.337	133.21	Blues
TRPRNON128F42515DA	0.01	0.702	0.511	0.000146	0.27	-11.679	0.0757	0.67	171.785	Reggae
TRPROAV128F93239C5	0.00684	0.451	0.839	5.42e-06	0.109	-5.261	0.0449	0.598	149.955	Pop_Rock
TRPROEZ128F9302815	0.77	0.0	0.366	0.0	0.773	-17.039	0.0	0.0	0.0	Country
TRPROFM128F9321D40	0.32	0.443	0.537	2.32e-06	0.262	-3.075	0.0425	0.421	80.17	International
TRPRONX128F933A358	0.15	0.753	0.742	0.571	0.524	-9.955	0.261	0.748	96.978	New Age
TRPROXE128F42935AE	0.269	0.758	0.695	0.00541	0.275	-8.236	0.0522	0.889	117.252	Reggae
TRPRPAI128F4263025	2.06e-05	0.666	0.66	0.863	0.0666	-13.094	0.0375	0.918	123.118	Jazz
TRPRPTR128F427D5DD	0.499	0.338	0.329	0.0	0.156	-13.214	0.0349	0.239	109.287	RnB
TRPRQFW128C719682A	0.0819	0.68	0.455	0.102	0.293	-6.833	0.0432	0.486	101.997	RnB
TRPRQIT12903CC682B	0.819	0.476	0.345	0.0	0.0814	-11.171	0.0307	0.641	129.15	Folk
TRPRQJD128F1465438	0.188	0.692	0.415	0.0	0.104	-14.281	0.367	0.509	73.241	Reggae
TRPRQSS128F4238ED0	0.616	0.752	0.662	4.81e-05	0.133	-8.845	0.0516	0.92	153.147	Reggae
TRPRQWF128E078F4B4	0.0658	0.809	0.55	0.0	0.142	-9.696	0.123	0.792	85.407	RnB
TRPRQZV128F4294283	0.202	0.739	0.669	0.0154	0.331	-10.156	0.0513	0.593	124.968	Jazz
TRPRRUV128F425E92B	0.0929	0.471	0.694	0.0	0.0673	-6.122	0.0781	0.797	129.451	Pop_Rock
TRPRSKO128F9325931	0.0464	0.601	0.89	0.0	0.324	-4.151	0.249	0.585	90.098	Rap
TRPRSSQ128F930F9C3	0.0443	0.694	0.784	8.66e-05	0.33	-6.233	0.234	0.554	184.005	Reggae
TRPRTCS128F9333E64	0.556	0.597	0.497	0.0	0.449	-5.953	0.102	0.945	165.374	Latin
TRPRTGE128F9326FB1	0.0908	0.602	0.966	0.0129	0.167	-5.023	0.0509	0.318	135.303	Pop_Rock
TRPRTJR128F429E60F	0.0336	0.407	0.544	0.139	0.313	-12.472	0.223	0.348	74.33	Rap
TRPRUIG128F9309A73	0.0881	0.515	0.693	0.000601	0.0547	-6.344	0.0437	0.497	126.116	Folk
TRPRULD128F931714F	0.00317	0.763	0.991	0.904	0.0716	-8.301	0.0571	0.358	142.032	Electronic
TRPRURI128F422B200	0.796	0.599	0.515	0.0666	0.1	-8.997	0.029	0.287	110.002	Electronic
TRPRWIH12903CEB5EE	0.256	0.254	0.561	0.782	0.106	-8.312	0.0311	0.436	107.747	Pop_Rock
TRPRWLJ128F422F3CE	0.01	0.774	0.482	0.0	0.0725	-11.609	0.089	0.649	91.072	Reggae
TRPRXEK128F92DE36A	0.136	0.817	0.848	0.0	0.0881	-4.87	0.075	0.462	130.026	Rap
TRPRXXD128F425250E	0.00392	0.64	0.786	0.787	0.244	-6.865	0.0301	0.521	110.033	Jazz
TRPRYUM128F428FAE6	0.414	0.625	0.641	2.55e-05	0.167	-8.026	0.0329	0.62	117.119	Country
TRPRYXM128F148C154	0.405	0.499	0.742	0.737	0.974	-7.166	0.0964	0.612	149.014	RnB
TRPRZEC128F1486DD8	0.0048	0.385	0.874	0.338	0.315	-5.22	0.061	0.407	137.477	Pop_Rock
TRPRZMX12903CBED7B	0.844	0.241	0.125	0.0	0.15	-15.293	0.029	0.128	95.388	Vocal
TRPRZTW128F92FE433	0.474	0.697	0.695	0.0	0.0506	-14.461	0.112	0.947	103.502	Latin
TRPSBHE128F93424F4	0.782	0.147	0.186	0.94	0.091	-25.664	0.0425	0.0468	139.965	Electronic
TRPSCDG128F4283248	0.589	0.525	0.473	0.00518	0.0935	-9.742	0.0264	0.401	87.515	Country
TRPSDDA128F428C0E1	0.972	0.429	0.12	0.536	0.107	-18.735	0.0537	0.128	112.579	New Age
TRPSEEI128F92EC151	0.451	0.762	0.73	1.3e-05	0.355	-9.799	0.0476	0.969	118.842	Folk
TRPSEPO128F145EA16	0.655	0.613	0.252	2.31e-05	0.109	-8.551	0.029	0.19	130.613	Country
TRPSGIQ128F933DD05	0.35	0.366	0.365	0.471	0.164	-10.397	0.0303	0.501	141.593	Country
TRPSGTE128F428F352	0.972	0.53	0.0761	0.805	0.135	-17.956	0.0344	0.169	61.494	Jazz
TRPSHRL128F1460B70	0.00266	0.723	0.737	0.0	0.0443	-6.186	0.287	0.503	175.079	Rap
TRPSINW12903D04A39	0.876	0.358	0.243	0.000359	0.222	-12.65	0.0336	0.283	119.66	Vocal
TRPSIOA128F421A530	0.884	0.607	0.411	0.11	0.108	-12.6	0.0268	0.416	92.019	Country
TRPSITR128F427786F	0.507	0.592	0.378	0.0	0.271	-12.908	0.0285	0.931	104.608	Latin
TRPSKYQ128F92F314E	0.766	0.646	0.378	0.000492	0.126	-10.145	0.0323	0.332	127.996	Blues
TRPSKZF128F42778C1	0.305	0.612	0.723	8.78e-06	0.387	-5.178	0.0373	0.537	96.016	Jazz
TRPSLUU128E0787D90	0.00853	0.647	0.986	0.0136	0.32	-6.447	0.0363	0.961	137.0	Pop_Rock
TRPSMHC128EF366B0B	0.264	0.707	0.516	0.0	0.0803	-5.621	0.0254	0.779	107.959	Latin
TRPSTGS128F9328D02	0.131	0.229	0.556	0.00682	0.235	-8.938	0.0382	0.493	174.871	Blues
TRPSTNK128E0786BCA	0.925	0.4	0.0997	0.0031	0.952	-19.012	0.045	0.319	108.397	Folk
TRPSTPW128F4252405	0.986	0.358	0.184	0.889	0.0884	-17.71	0.037	0.226	114.919	New Age
TRPSTRX128F14591B3	0.376	0.84	0.752	0.0	0.347	-10.055	0.136	0.94	123.164	Reggae
TRPSTST128F9305509	0.13	0.516	0.523	0.0	0.11	-10.263	0.109	0.627	143.332	RnB
TRPSTYE128F92F1C56	0.191	0.885	0.405	0.8	0.0781	-11.259	0.0431	0.55	109.029	Jazz
TRPSTZQ128F426174D	0.013	0.687	0.7	0.0301	0.126	-5.743	0.0262	0.84	130.026	Electronic
TRPSUVY128F9329D1E	0.943	0.538	0.517	0.911	0.0965	-13.399	0.0431	0.586	72.017	International
TRPSVMD12903CD5EC8	0.622	0.242	0.185	0.966	0.0687	-15.588	0.0423	0.0385	69.801	New Age
TRPSWPK128EF35073B	0.892	0.545	0.333	0.0	0.684	-15.152	0.824	0.438	77.917	Pop_Rock
TRPSWPS128F9311A21	0.00296	0.905	0.765	0.179	0.0525	-10.549	0.083	0.703	112.264	Rap
TRPSWVM12903CF248D	0.0263	0.678	0.681	0.754	0.324	-12.672	0.0438	0.477	114.045	Jazz
TRPSWYV128F92EBF86	0.0145	0.786	0.755	0.816	0.0995	-10.418	0.0819	0.0365	127.011	Electronic
TRPSXAW128F428C8FF	0.806	0.338	0.31	0.0	0.0722	-8.589	0.0387	0.131	178.52	Blues
TRPSXKE12903CD73DF	0.776	0.402	0.237	0.000425	0.0978	-17.918	0.0306	0.242	131.75	Vocal
TRPSXKY128F933197F	0.589	0.666	0.373	0.0	0.0858	-8.657	0.1	0.47	137.373	Vocal
TRPSYME12903CBF526	0.132	0.725	0.563	6.5e-05	0.215	-11.85	0.0531	0.542	104.194	RnB
TRPTBKL128F92D7047	0.575	0.146	0.117	4.5e-05	0.102	-19.94	0.036	0.118	67.09	RnB
TRPTCKX128F4276119	0.915	0.469	0.0687	0.0	0.0919	-13.014	0.0413	0.066	138.704	Vocal
TRPTDNR128E0787235	0.0469	0.354	0.546	0.568	0.317	-13.149	0.0544	0.657	155.722	Jazz
TRPTFMH128F92F9843	0.336	0.648	0.301	0.0	0.1	-18.81	0.0411	0.777	125.917	International
TRPTGLK128F931EBF1	0.27	0.224	0.778	0.711	0.105	-6.787	0.0385	0.0654	139.105	New Age
TRPTIWO128E078D057	0.669	0.417	0.503	2.27e-05	0.269	-8.784	0.0297	0.373	74.885	RnB
TRPTLHC128F9328E8D	0.97	0.231	0.328	0.891	0.0795	-14.846	0.0409	0.263	104.582	New Age
TRPTNFN128F92CC02D	0.979	0.567	0.409	0.747	0.69	-13.284	0.342	0.728	72.752	Blues
TRPTNSW128E0786B37	0.9	0.645	0.0133	2.97e-05	0.106	-15.827	0.0507	0.518	109.116	Folk
TRPTNVC12903D06EED	0.896	0.587	0.212	0.0	0.113	-15.604	0.0592	0.521	80.479	Blues
TRPTNZE128F4252CE1	0.0015	0.606	0.665	9.59e-05	0.113	-7.291	0.271	0.823	197.836	Rap
TRPTPEG128F4279830	0.367	0.642	0.492	0.00712	0.102	-14.62	0.0402	0.684	176.104	International
TRPTQBW128F931469E	0.811	0.806	0.371	0.000113	0.108	-11.372	0.0651	0.706	91.036	Latin
TRPTQUY128F92FA141	0.309	0.765	0.395	0.784	0.0902	-14.865	0.0444	0.148	117.015	Electronic
TRPTRHN128F931535C	0.141	0.683	0.925	0.0	0.158	-3.197	0.334	0.715	110.985	Rap
TRPTSRW128F14AAE5D	0.591	0.721	0.289	0.0201	0.0928	-15.733	0.043	0.493	124.102	Jazz
TRPTTHM128F421B493	0.205	0.656	0.594	3.8e-05	0.194	-12.561	0.0341	0.975	165.308	Blues
TRPTTTN128F4276E11	0.00975	0.397	0.835	0.0547	0.135	-6.084	0.0311	0.655	145.596	Folk
TRPTVFF128F42683BA	2.17e-05	0.539	0.944	0.876	0.86	-5.232	0.098	0.747	100.08	Pop_Rock
TRPTXMK128F9313CD4	0.77	0.574	0.412	1.13e-05	0.175	-16.281	0.0814	0.444	103.564	Latin
TRPTYMF128F92D4F0D	0.431	0.476	0.862	0.0	0.965	-8.409	0.715	0.422	87.768	Rap
TRPTYPO128F933E3D5	0.0195	0.586	0.433	0.0	0.0462	-12.232	0.439	0.789	90.996	Reggae
TRPTYUN128F42A6615	0.00193	0.331	0.88	3.19e-05	0.053	-5.423	0.0971	0.485	127.55	Pop_Rock
TRPTZHD128F428165A	0.986	0.263	0.14	0.0785	0.157	-15.384	0.0317	0.182	84.292	Vocal
TRPTZPK128F421BD5E	0.322	0.669	0.323	0.0174	0.145	-11.672	0.0288	0.431	81.506	Country
TRPTZRD128F4284462	0.567	0.354	0.373	0.941	0.113	-18.719	0.0395	0.396	152.05	Jazz
TRPUAER128F92FC044	0.0134	0.671	0.904	0.487	0.106	-7.217	0.0558	0.788	89.906	Pop_Rock
TRPUATX128F92E58A8	0.0907	0.615	0.735	0.0	0.115	-3.863	0.0271	0.534	128.082	Country
TRPUBAD128F4274E6D	0.182	0.609	0.45	5.15e-05	0.0693	-12.035	0.0444	0.839	100.589	Latin
TRPUBNT128F93114FC	0.507	0.543	0.543	0.000491	0.301	-7.596	0.0315	0.079	115.996	International
TRPUCVH128F425F7FD	0.91	0.348	0.088	0.9	0.104	-18.963	0.046	0.0911	106.097	New Age
TRPUDDP128F9340393	0.101	0.949	0.684	0.0	0.114	-4.965	0.322	0.66	101.448	Rap
TRPUDFF128F14949A1	0.327	0.644	0.17	0.786	0.107	-16.845	0.0452	0.339	75.811	Pop_Rock
TRPUDRJ128F4267650	0.296	0.673	0.8	0.0	0.319	-4.378	0.0768	0.695	102.862	Latin
TRPUDWL128F14732A8	0.00209	0.706	0.903	0.0267	0.511	-7.548	0.0268	0.786	126.01	International
TRPUFOG128F92EBA7B	0.0855	0.231	0.838	0.873	0.0881	-18.757	0.0583	0.488	160.01	Electronic
TRPUGRT128F92D05C4	0.358	0.806	0.892	0.00352	0.0679	-5.16	0.0443	0.973	104.245	RnB
TRPUGXK12903CAB571	0.135	0.708	0.595	0.0	0.0808	-8.792	0.247	0.443	90.001	Rap
TRPUHCR128F92FFA59	0.0372	0.867	0.731	9.5e-06	0.302	-11.338	0.0626	0.7	119.16	Rap
TRPUHKR128F1490405	0.278	0.776	0.723	0.0	0.112	-7.757	0.0521	0.966	96.105	Latin
TRPUILS128F42A7335	0.909	0.471	0.0585	0.0149	0.617	-21.25	0.0514	0.409	128.874	Folk
TRPUIWW128F4221A8E	0.109	0.584	0.956	1.49e-06	0.403	-6.054	0.0967	0.883	167.026	Jazz
TRPUIYT12903CC4DB8	0.165	0.654	0.903	0.0	0.249	-3.241	0.12	0.941	124.802	International
TRPUJCB12903CFDB62	0.156	0.699	0.378	5.75e-05	0.0754	-11.768	0.334	0.85	204.164	Blues
TRPUKRE12903CD0BCF	0.139	0.922	0.733	0.284	0.173	-8.377	0.243	0.831	93.004	Rap
TRPULFX128F933AF91	0.974	0.417	0.0815	0.00181	0.143	-16.217	0.0392	0.237	76.866	Folk
TRPULGX128F92D7332	0.541	0.696	0.505	0.00321	0.164	-8.343	0.0287	0.528	103.026	Folk
TRPUMEJ128F932652C	0.151	0.605	0.674	0.000766	0.106	-7.873	0.302	0.618	158.184	Reggae
TRPUNMI128F4251189	0.0184	0.807	0.693	0.0	0.0482	-10.403	0.0551	0.959	162.343	Reggae
TRPUNUB12903CF39E6	0.0196	0.593	0.734	8.12e-05	0.669	-8.472	0.0835	0.882	157.105	Reggae
TRPUNYA128F1485FBA	0.576	0.438	0.576	0.0	0.126	-6.144	0.028	0.236	82.974	Vocal
TRPUOSP128F1454BF5	0.928	0.254	0.111	0.346	0.0906	-18.269	0.0342	0.152	98.591	New Age
TRPUPIT128F92FEAD8	0.197	0.643	0.825	0.961	0.116	-8.543	0.0352	0.766	96.728	Electronic
TRPUPJE128F92E3902	0.73	0.428	0.358	0.028	0.111	-12.033	0.0338	0.305	132.962	Vocal
TRPUQAF128F9353C27	1.08e-05	0.747	0.554	0.887	0.0799	-12.341	0.061	0.525	149.682	Electronic
TRPUQFT128F4216ED4	0.248	0.523	0.577	0.783	0.239	-11.017	0.0378	0.964	108.176	International
TRPUQKJ128F934444F	0.9	0.702	0.257	0.000112	0.339	-9.179	0.0445	0.463	70.323	Vocal
TRPURAZ128F427081C	0.653	0.718	0.523	0.000193	0.308	-10.375	0.0258	0.861	89.71	RnB
TRPURKQ128F93039EF	0.638	0.839	0.377	3.65e-05	0.147	-11.562	0.0461	0.186	119.905	Latin
TRPUSBR128F92DA89E	0.0043	0.594	0.361	2.35e-05	0.147	-9.154	0.0343	0.627	109.293	Blues
TRPUSKV128F932CFBF	0.87	0.463	0.42	0.000659	0.294	-12.379	0.036	0.638	99.985	Vocal
TRPUTCA128F9344593	0.00748	0.268	0.251	0.936	0.21	-18.873	0.0344	0.0314	124.17	New Age
TRPUTTU128F421F923	0.142	0.872	0.415	0.00047	0.0277	-11.853	0.0483	0.829	141.065	Reggae
TRPUTWF128F42932D8	0.507	0.653	0.278	0.0	0.181	-12.973	0.0335	0.264	123.82	Country
TRPUUFG12903CE18F4	0.00247	0.603	0.658	0.828	0.0677	-11.063	0.0262	0.482	109.97	Jazz
TRPUUSG128E07953B7	0.209	0.873	0.638	0.0	0.267	-6.504	0.124	0.739	96.093	Reggae
TRPUVXT128F42517E5	0.65	0.394	0.391	0.00522	0.095	-6.999	0.0334	0.104	110.054	Folk
TRPUWYT128F429DC7D	0.81	0.421	0.469	0.0	0.0923	-15.868	0.0595	0.796	119.586	Rap
TRPUWZK128F9344299	0.00574	0.609	0.419	0.326	0.0478	-16.621	0.0519	0.855	110.226	RnB
TRPUXEG128F428D272	0.992	0.499	0.0257	0.299	0.126	-21.328	0.0409	0.105	105.116	Vocal
TRPUXLL128F1490EF6	0.97	0.14	0.136	0.867	0.0889	-19.205	0.044	0.0475	82.649	New Age
TRPVAMJ128EF361100	0.182	0.438	0.559	4.35e-06	0.258	-6.042	0.121	0.495	204.072	Latin
TRPVATN12903CE1C5E	0.377	0.255	0.493	0.00261	0.0729	-10.306	0.0287	0.162	92.373	Jazz
TRPVAYJ128E0790D56	0.00483	0.775	0.246	0.0	0.0818	-23.669	0.113	0.296	163.412	Pop_Rock
TRPVAYM128F932F8B3	0.0297	0.298	0.894	5.57e-05	0.122	-4.682	0.0696	0.309	127.595	Pop_Rock
TRPVBTP128F92E9D16	0.0848	0.453	0.434	0.0	0.0968	-11.385	0.0284	0.184	145.865	Country
TRPVBZU128F4266772	0.359	0.645	0.522	0.423	0.104	-8.198	0.0255	0.336	103.998	International
TRPVCMN128F42809CB	0.979	0.377	0.0851	1.16e-05	0.101	-16.741	0.0379	0.121	101.224	Vocal
TRPVCVF128F9324431	0.111	0.553	0.824	0.0394	0.267	-10.142	0.06	0.146	132.018	Electronic
TRPVDAK128F4221A53	0.0195	0.277	0.873	0.226	0.294	-3.656	0.0439	0.585	98.676	Pop_Rock
TRPVDOR128F933A874	0.077	0.555	0.627	0.0	0.134	-12.551	0.392	0.45	158.729	Rap
TRPVDSC12903CA205C	0.345	0.489	0.533	0.0	0.102	-12.293	0.392	0.624	78.473	Rap
TRPVEFT12903CF37C0	0.826	0.528	0.0702	0.000365	0.1	-22.222	0.0406	0.265	78.239	Blues
TRPVENQ128F93105E4	0.0388	0.802	0.767	0.0	0.232	-7.62	0.261	0.963	75.091	Reggae
TRPVEQZ128F4218522	0.958	0.636	0.33	9.24e-06	0.115	-16.16	0.0891	0.592	87.802	Vocal
TRPVERB128F933392D	0.023	0.513	0.864	1.13e-05	0.321	-4.638	0.0329	0.488	96.474	Latin
TRPVEWH12903CDB59E	0.000221	0.642	0.745	0.81	0.0534	-9.072	0.0504	0.475	119.989	Electronic
TRPVEWW128F4277E56	0.242	0.552	0.618	0.0	0.098	-6.662	0.206	0.324	155.89	Reggae
TRPVEYM128F14934AC	0.0155	0.743	0.711	0.0	0.0862	-4.252	0.135	0.787	82.519	Reggae
TRPVEYM128F931E13E	0.54	0.372	0.426	0.0045	0.15	-9.94	0.0295	0.492	100.029	New Age
TRPVFHJ12903CBF3D0	0.0766	0.772	0.953	0.741	0.0524	-5.92	0.0715	0.887	148.321	Latin
TRPVFWQ12903CEF903	0.819	0.428	0.275	0.335	0.116	-13.087	0.0353	0.216	180.392	Blues
TRPVGUW128F9340800	0.000138	0.633	0.96	0.664	0.0857	-5.284	0.0351	0.799	140.01	Latin
TRPVHDT128F422FC47	0.699	0.771	0.486	0.0	0.303	-12.124	0.0456	0.96	105.548	International
TRPVIQR128F4290160	0.9	0.712	0.417	0.0	0.143	-13.368	0.851	0.674	112.119	RnB
TRPVLPR12903CDD9A9	0.623	0.357	0.773	0.117	0.177	-5.015	0.0392	0.776	136.834	Country
TRPVLRW12903CE7217	0.0352	0.448	0.931	7.26e-05	0.308	-5.053	0.0593	0.378	120.013	Blues
TRPVMJO128E07815DC	0.00314	0.743	0.61	2.1e-06	0.166	-10.078	0.0622	0.716	94.031	RnB
TRPVMVE128F9307C9B	0.191	0.653	0.805	0.0	0.143	-5.139	0.035	0.438	105.987	Latin
TRPVNCC12903CC0785	0.911	0.44	0.115	0.848	0.109	-20.888	0.0524	0.243	65.354	Jazz
TRPVNTO128F4266333	0.227	0.857	0.942	5.89e-05	0.0342	-4.723	0.0777	0.92	155.944	International
TRPVOMU128F14657D3	0.0201	0.807	0.661	0.000352	0.287	-11.293	0.0754	0.89	121.865	Reggae
TRPVORU128F93026D9	0.422	0.696	0.745	0.000775	0.249	-6.367	0.0358	0.597	108.023	Latin
TRPVOVT128F4265A4D	7.69e-05	0.671	0.902	0.76	0.243	-7.453	0.0462	0.345	128.005	RnB
TRPVOXL128F4265EC1	0.456	0.334	0.458	7.49e-06	0.0641	-10.514	0.0438	0.528	194.441	Folk
TRPVPUL128F9336E50	0.206	0.664	0.833	0.0	0.531	-5.621	0.22	0.864	77.531	Rap
TRPVQCF128F4262B11	0.175	0.81	0.691	0.0	0.247	-4.082	0.086	0.774	106.042	Country
TRPVQMY128F4239CD5	0.163	0.753	0.611	0.0	0.126	-9.517	0.4	0.571	76.338	Reggae
TRPVRQN128F147DF3F	0.00367	0.554	0.976	0.00331	0.0396	-3.064	0.0348	0.93	115.979	International
TRPVRUL128F426F50D	0.651	0.648	0.503	0.00117	0.0578	-7.636	0.0321	0.456	127.846	Country
TRPVSEH128F4266413	0.851	0.669	0.297	6.5e-05	0.182	-10.879	0.0413	0.531	111.612	Country
TRPVSZU128F932B04C	0.715	0.675	0.266	0.801	0.115	-18.235	0.038	0.683	139.95	Jazz
TRPVSZV128F1478F90	0.0271	0.618	0.889	0.0258	0.371	-3.764	0.0349	0.703	133.998	RnB
TRPVTFF12903CB50B3	0.0661	0.482	0.879	0.0	0.39	-7.506	0.394	0.283	93.733	Rap
TRPVULL128F4240D12	0.00761	0.657	0.674	0.6	0.146	-9.838	0.414	0.238	129.925	Electronic
